0	303.38292	-13.39055	16.977	0.199	15.59	53525.09789	0.7137229	0.227998008748	29.7535742967	-24.1507563936	1012107032149.0
1	304.04228	-9.42655	17.238	0.145	18.31	53525.61209	0.5365308	0.422008205322	33.9769240384	-23.0747819311	1009108086600.0
2	304.89878	-14.81148	17.358	0.143	19.38	53563.88215	0.5817231	0.96999981605	28.9680311093	-26.0676446956	1015106088029.0
3	305.41933	-14.22164	17.115	0.12	17.66	53563.13962	0.5753905	0.0659986565588	29.7943857405	-26.2955290257	1015106113565.0
4	306.71756	-2.94580	17.144	0.121	17.95	53705.77537	0.5470739	0.14199343088	41.551727023	-22.5155202578	1004110125833.0
5	306.76844	-12.28441	17.019	0.088	17.46	53563.48904	0.5630723	0.195992415189	32.3684591304	-26.7088424779	1012108079899.0
6	307.13605	-5.92507	16.893	0.1	16.12	53705.82463	0.4727618	0.177996614788	38.8884155286	-24.269336868	1007109113207.0
7	307.48382	-9.00429	17.41	0.142	19.9	53525.63764	0.5250523	0.439996358458	36.0151537212	-25.9523882325	1009109102301.0
8	307.54837	-11.82789	17.277	0.104	19.36	53563.45894	0.5450782	0.47600619508	33.1892774647	-27.2137387485	1012108099714.0
9	307.70441	-5.50855	16.751	0.094	15.34	53706.44223	0.5570484	0.523992529197	39.5794961059	-24.5814075605	1004110006566.0
10	307.83275	-13.21507	17.072	0.085	17.97	53563.47403	0.4953727	0.625987463573	31.8906487327	-28.0368703837	1012108038709.0
11	307.86799	-9.80557	16.87	0.129	15.66	53524.92049	0.5356668	0.0420044699422	35.3931399828	-26.6413986488	1009109066182.0
12	308.14873	-2.13579	17.175	0.301	15.41	53705.92387	0.6985045	0.0119949119835	43.0654038909	-23.385891623	1001110030488.0
13	308.22028	-8.18172	17.125	0.1	18.19	53706.21489	0.5981502	0.172001279963	37.1942954875	-26.2449454432	1007109012631.0
14	308.64841	-7.54757	16.956	0.108	16.59	53707.0999	0.5338572	0.996001927109	38.0382641527	-26.3423827724	1007109040339.0
15	308.67661	-5.37194	17.13	0.096	18.24	53706.38761	0.5761351	0.392022982109	40.2054046785	-25.3773028565	1004110012293.0
16	309.05984	-0.50521	17.394	0.275	17.5	53706.79177	0.5552372	0.654000848648	45.1003228931	-23.387353538	1001110105424.0
17	309.37383	-5.35580	17.223	0.111	18.74	53705.95515	0.5477897	0.191993934888	40.5779414705	-25.9850943537	1004111011914.0
18	309.49275	-6.31159	17.132	0.104	18.07	53706.61331	0.4641974	0.790013472724	39.6927729494	-26.5304142918	1007110091697.0
19	309.65116	-16.62064	17.219	0.118	18.48	53563.32759	0.5228233	0.153981278185	29.0781618579	-30.9858460782	1015107012021.0
20	310.02271	-10.72099	16.854	0.107	15.98	53553.13481	0.5531827	0.127996952913	35.4847468408	-28.9493713425	1009110023007.0
21	310.07065	-6.35172	16.701	0.082	15.29	53706.13841	0.6300836	0.527994063013	39.9474728709	-27.0594027225	1007110090057.0
22	310.08093	-6.16099	16.805	0.089	15.69	53706.84915	0.5845342	0.738003353777	40.1429506819	-26.9809338249	1007110097831.0
23	310.28421	-11.52873	17.057	0.089	17.77	53563.79212	0.6116156	0.543999858724	34.7699790628	-29.523187905	1012109101874.0
24	310.39192	-11.24687	17.194	0.092	18.85	53554.21062	0.5401061	0.981993352776	35.1148559038	-29.5004730247	1009110002338.0
25	310.46357	-7.74050	17.156	0.083	18.67	53705.70774	0.5546327	0.12398529693	38.7511106226	-28.0369987651	1007110030885.0
26	310.57618	-9.67024	16.752	0.09	15.37	53553.602	0.5306574	0.353993744371	36.8368018288	-28.9893378664	1009110066004.0
27	310.68446	-15.87233	16.821	0.088	15.99	53563.56166	0.6027615	0.608010796976	30.3284290438	-31.6206156533	1015108037697.0
28	310.98189	-12.40893	16.828	0.067	16.34	53563.90256	0.5518648	0.827986854754	34.1732361704	-30.5098952877	1012109067386.0
29	311.15181	-11.00794	17.231	0.105	18.73	53553.13739	0.4806759	0.153989829749	35.7276506083	-30.0750839203	1009110011325.0
30	311.35696	-10.80271	16.949	0.114	16.62	53552.78325	0.6383841	0.0279912986589	36.0414205556	-30.1701817172	1009110019823.0
31	311.52711	-0.13406	17.232	0.132	18.22	53706.35765	0.4770942	0.714010356853	46.8028854656	-25.3418317391	1001111118656.0
32	311.54634	-0.04259	17.255	0.146	18.44	53706.22633	0.5821102	0.269996643241	46.9010219079	-25.3123660816	1001111123899.0
33	311.56394	-2.49330	17.063	0.126	17.24	53705.83806	0.575692	0.185988340992	44.5449892221	-26.54405215	1001111014505.0
34	311.65933	-9.37508	17.32	0.124	19.51	53553.58005	0.6848757	0.59801245686	37.6765671335	-29.8218269262	1009110077932.0
35	311.68423	-6.54568	17.197	0.115	18.52	53707.17517	0.8593989	0.884004273226	40.5851823131	-28.5727852785	1007110081539.0
36	311.77672	-1.84220	17.389	0.132	19.93	53706.31182	0.5713705	0.597987645495	45.2953112429	-26.4096501738	1001111043245.0
37	311.80518	-11.03594	16.811	0.108	15.31	53711.91976	0.4591657	0.204002825121	36.0136616851	-30.6676907458	1009111009514.0
38	311.94644	-14.05378	17.07	0.102	17.72	53564.22811	0.6122473	0.896002154666	32.8588228397	-32.0347321296	1012110002658.0
39	311.97564	-14.35301	17.063	0.108	17.44	53564.02696	0.5979481	0.725999631075	32.5477647587	-32.1793568759	1015108092627.0
40	312.08768	-8.60924	17.303	0.189	18.11	53712.44629	0.4758877	0.902007133191	38.684123494	-29.8633661389	1009111095492.0
41	312.10469	8.32977	17.407	0.157	19.55	53467.09016	0.5630925	0.588002859207	54.9630325985	-21.355697981	1107111122838.0
42	312.10736	-3.83914	16.878	0.1	16.24	53706.32026	0.6430781	0.460001048094	43.5179424792	-27.6709569358	1004111076059.0
43	312.14321	-11.12615	17.296	0.116	19.22	53712.83328	0.5132037	0.820014158104	36.0824205631	-31.0063582536	1009111006226.0
44	312.33385	-1.07874	17.139	0.148	17.46	53481.87132	0.4761866	0.843998550146	46.3445101274	-26.5136816289	1001112069588.0
45	312.37313	2.30484	17.121	0.221	16.17	53706.07623	0.4960743	0.161998716721	49.5938539224	-24.81836323	1101112095662.0
46	312.50780	1.21373	17.243	0.203	17.12	53706.21538	0.4773864	0.514007102014	48.6401195766	-25.4991310255	1101112050632.0
47	312.51776	-8.40900	17.215	0.182	17.5	53705.14863	0.4852572	0.573993337966	39.1101717563	-30.1547467491	1007111002580.0
48	312.84083	7.18982	17.209	0.156	17.84	53466.1803	0.5942731	0.0399918825133	54.3709193924	-22.5926295666	1107111070462.0
49	312.88229	-15.16886	17.348	0.119	19.81	53562.96035	0.6329739	0.120001946372	32.0627962593	-33.3053526302	1015108063582.0
50	313.05805	-11.11333	17.209	0.125	18.42	53712.68539	0.5172348	0.846006494539	36.5424981	-31.813694547	1009111006716.0
